OMIM编码	英文名	中文译名
OMIM:150400	TOOTH AGENESIS, SELECTIVE, 4; STHAG4	选择性牙齿发育不良4型；STHAG4
OMIM:257980	ODONTOONYCHODERMAL DYSPLASIA; OODD	齿甲肤发育不良；OODD
OMIM:614946	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14	14型氧化磷酸化偶联缺陷；COXPD14
OMIM:616172	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9; GEFSP9	热性惊厥型全身性癫痫类型9; GEFSP9
OMIM:222700	LYSINURIC PROTEIN INTOLERANCE; LPI	赖氨酸尿性蛋白耐受不良（LPI）
OMIM:616341	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 30; EIEE30	婴儿早期癫痫性脑病-30（EIEE30）
OMIM:158000	MONILETHRIX; MNLIX	念珠状发；MNLIX
OMIM:158000	MONILETHRIX; MNLIX	念珠状发；MNLIX
OMIM:602032	ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4	4型外胚层发育不良（毛发/指甲发育不良型）（ECTD4）
OMIM:158000	MONILETHRIX; MNLIX	念珠状发；MNLIX
OMIM:612389	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B	脑桥小脑发育不全，2B型（PCH2B）
OMIM:608901	CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5	冠心病，遗传易感性，5
OMIM:223000	LACTASE DEFICIENCY, CONGENITAL	先天性乳糖酶缺乏症
OMIM:614175	MECKEL SYNDROME, TYPE 10; MKS10	Meckel综合征-10（MKS10）
OMIM:607323	DUANE-RADIAL RAY SYNDROME; DRRS	杜安-桡侧列综合症（DRRS）
OMIM:147750	IVIC SYNDROME	IVIC综合症
OMIM:107480	TOWNES-BROCKS SYNDROME; TBS	TOWNES-BROCKS综合症；TBS
OMIM:216820	COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE	常染色体隐性遗传眼缺损
OMIM:615760	MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY; MSCCA	小头畸形，进行性癫痫发作并脑和小脑萎缩症（MSCCA）
OMIM:301000	WISKOTT-ALDRICH SYNDROME; WAS	Wiskott-Aldrich综合征（WAS）
OMIM:313900	THROMBOCYTOPENIA 1; THC1	血小板减少症-1；THC1
OMIM:300299	NEUTROPENIA, SEVERE CONGENITAL, X-LINKED; SCNX	先天性嗜中性白血球减少症，X连锁；SCNX
OMIM:614209	MECKEL SYNDROME, TYPE 9; MKS9	第9类梅克尔综合征（MKS9）
OMIM:603552	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4	家庭性噬血细胞淋巴组织4（FHL4）
OMIM:105550	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1; FTDALS1	额颞叶痴呆和/或肌萎缩性侧索硬化症1（FTDALS1）
OMIM:614680	INFLUENZA, SEVERE, SUSCEPTIBILITY TO	易患型流感严重
OMIM:615995	BARDET-BIEDL SYNDROME 18; BBS18	巴比二氏综合征18; BBS18
OMIM:612261	INFLAMMATORY BOWEL DISEASE 17; IBD17	炎症性肠病17；IBD17
OMIM:605606	PSORIASIS 7, SUSCEPTIBILITY TO; PSORS7	易感性银屑病7； PSORS7
OMIM:610967	OSTEOGENESIS IMPERFECTA, TYPE V; OI5	成骨不全症V型；OI5
OMIM:604379	HYPOTRICHOSIS 7; HYPT7	毛发缺少症-7；HYP7
OMIM:272300	SULFOCYSTEINURIA	硫代
OMIM:608649	ICHTHYOSIS PREMATURITY SYNDROME; IPS	 ?鱼鳞病早产综合征（IPS）
OMIM:615440	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17; COXPD17	结合氧化磷酸化不足-17（COXPD17）
OMIM:614731	PROSTATE CANCER, HEREDITARY, 2; HPC2	遗传性前列腺癌2
OMIM:614728	SECKEL SYNDROME 6; SCKL6	Seckel综合征6；SCKL6
OMIM:603720	DEAFNESS, AUTOSOMAL RECESSIVE 16; DFNB16	常染色体隐性遗传型耳聋16（DFNB16）
OMIM:122700	COUMARIN RESISTANCE	香豆素抵抗
OMIM:211980	LUNG CANCER	肺癌
OMIM:188890	TOBACCO ADDICTION, SUSCEPTIBILITY TO	易感性烟草成瘾
OMIM:613943	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8; ARCI8	常染色体隐性遗传性先天性鱼鳞病8；ARCI8
OMIM:145500	HYPERTENSION, ESSENTIAL	原发性高血压
OMIM:267430	RENAL TUBULAR DYSGENESIS; RTD	肾小管发育不全（RTD）
OMIM:610498	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 2; COXPD2	结合氧化磷酸化不足2
OMIM:607745	SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3	良性家族性婴儿痉挛症3型；BFIS3
OMIM:613721	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11; EIEE11	婴儿早期癫痫性脑病11型；EIEE11
OMIM:609698	THYROID HORMONE METABOLISM, ABNORMAL	甲状腺素代谢异常症
OMIM:268300	ROBERTS SYNDROME; RBS	罗伯茨综合征; RBS
OMIM:269000	SC PHOCOMELIA SYNDROME	SC短肢畸形综合征
OMIM:111400	BLOOD GROUP, P1PK SYSTEM	血型P1PK系统
OMIM:167800	PANCREATITIS, HEREDITARY; PCTT	胰腺炎，遗传性；PCTT
OMIM:605352	None	恶性纤维组织细胞瘤-扩增序列-1（MFHAS1）
OMIM:162091	SCHWANNOMATOSIS 1; SWNTS1	施旺细胞神经纤维瘤病1；SWNTS1
OMIM:609322	RHABDOID TUMOR PREDISPOSITION SYNDROME 1; RTPS1	横纹肌样肿瘤易感综合症-1（RTPS1）
OMIM:614608	COFFIN-SIRIS SYNDROME 3; CSS3	常染色体显性精神发育迟滞15(MRD15)
OMIM:616053	SPINOCEREBELLAR ATAXIA 40; SCA40	脊髓小脑性共济失调40; SCA40
OMIM:300847	AUTISM, SUSCEPTIBILITY TO, X-LINKED 5; AUTSX5	伴X染色体遗传性孤独症（易感性）-5；AUTSX5
OMIM:300952	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3; LSDMCA3	多发性先天异常的线性皮肤缺损3型；LSDMCA3
OMIM:614419	ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1	谷草转氨酶血清水平数量性状位点1
OMIM:601518	PROSTATE CANCER, HEREDITARY, 1; HPC1	遗传性前列腺癌1；HPC1
OMIM:614498	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL; RMFSL	新生儿致死性僵直及多灶性癫痫综合征（RMFSL）
OMIM:615471	MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE); MTDPS13	13型线粒体DNA耗竭综合征（脑肌型）；MTDPS13
OMIM:614564	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL; FCTCS	家族型皮肤毛细血管扩张和癌症综合征; FCTCS
OMIM:210600	SECKEL SYNDROME 1; SCKL1	SECKEL 综合症-1；SCKL1
OMIM:614662	CORTISONE REDUCTASE DEFICIENCY 2; CORTRD2	皮质酮还原酶缺乏症2型；CORTRD2
OMIM:270300	PEELING SKIN SYNDROME 1; PSS1	皮肤剥离综合征1；PSS1
OMIM:146520	HYPOTRICHOSIS 2; HYPT2	毛发缺少症2；HYPT2
OMIM:616059	MIRROR MOVEMENTS 3; MRMV3	镜像动作-3（MRMV3）
OMIM:606068	RETINITIS PIGMENTOSA 28; RP28	28型视网膜色素变性（RP28）
OMIM:606763	CILIARY DYSKINESIA, PRIMARY, 2; CILD2	原发性纤毛运动障碍2（CILD2）
OMIM:244450	KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS	Kaufman oculocerebrofacial综合征；KOS
OMIM:105830	ANGELMAN SYNDROME; AS	天使人症候群(AS)
OMIM:614874	CILIARY DYSKINESIA, PRIMARY, 18; CILD18	原发性纤毛运动障碍18（CILD18）
OMIM:608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	易感性心肌梗死
OMIM:251110	METHYLMALONIC ACIDURIA, cblB TYPE	甲基丙二酸尿症cblB 型
OMIM:256050	ATELOSTEOGENESIS, TYPE II; AO2	II型骨发育不全症；AO2
OMIM:226900	EPIPHYSEAL DYSPLASIA, MULTIPLE, 4; EDM4	多发性骨骺发育不良-4；EDM4
OMIM:222600	DIASTROPHIC DYSPLASIA; DTD	变形性骨发育不全（DTD）
OMIM:600972	ACHONDROGENESIS, TYPE IB; ACG1B	IB型软骨生成不良（ACG1B）
OMIM:214700	DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL; DIAR1	腹泻-1，失氯性，先天性；DIAR1
OMIM:600791	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT; DFNB4	失聪-4（常染色体隐性遗传，伴前庭导水管扩张）；DFNB4
OMIM:274600	PENDRED SYNDROME; PDS	遗传性听力障碍综合症（PDS）
OMIM:613865	DEAFNESS, AUTOSOMAL RECESSIVE 61; DFNB61	常染色体隐性遗传性耳聋61（DFNB61）
OMIM:612961	MULTIPLE SYNOSTOSES SYNDROME 3; SYNS3	多发性正常分开诸骨的骨性结合综合征3（SYNS3）
OMIM:612702	HYPOGONADOTROPIC HYPOGONADISM 6 WITH OR WITHOUT ANOSMIA; HH6	低促性腺激素性腺功能减退症伴或不伴嗅觉缺失（HH6）
OMIM:190330	TRICHOMEGALY; TCMGLY	睫毛粗长症；TCMGLY
OMIM:610706	DEAFNESS, CONGENITAL, WITH INNER EAR AGENESIS, MICROTIA, AND MICRODONTIA	先天性耳聋伴发内耳发育不全、小耳症和小牙畸形
OMIM:111200	BLOOD GROUP--LUTHERAN SYSTEM; LU	血型 - Lutheran体系（LU）
OMIM:247420	LUTHERAN NULL	Lutheran null血型
OMIM:128230	DYSTONIA, DOPA-RESPONSIVE; DRD	多巴反应性肌张力障碍; DRD
OMIM:233910	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, B; HPABH4B	高苯丙氨酸血症，四氢生物蝶呤缺乏，B型；HPABH4B
OMIM:133190	SPINOCEREBELLAR ATAXIA 34; SCA34	脊髓小脑性共济失调34（SCA34）
OMIM:600110	STARGARDT DISEASE 3; STGD3	Stargardt病3(STGD3)
OMIM:614457	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION; ISQMR	鱼鳞癣，痉挛性四肢瘫痪，精神发育迟滞综合征； ISQMR
OMIM:615957	SPINOCEREBELLAR ATAXIA 38; SCA38	脊髓小脑性共济失调38（SCA38）
OMIM:605375	EPILEPSY, NOCTURNAL FRONTAL LOBE, 3; ENFL3	夜间额叶癫痫 3（ENFL3）
OMIM:608654	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V; HSAN5	神经病，遗传性感觉性和自主性，V型；HSAN5
OMIM:614152	DEAFNESS, AUTOSOMAL DOMINANT 64; DFNA64	常染色体显性遗传性耳聋-64（DFNA64）
OMIM:616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17	常染色体隐性遗传型脊髓小脑性共济失调17; SCAR17
OMIM:610612	LEBER CONGENITAL AMAUROSIS 12; LCA12	莱伯先天性黑朦12；LCAL12
OMIM:253700	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2C; LGMD2C	肢带肌萎缩症，2C型（LGMD2C）
OMIM:159900	DYSTONIA 11, MYOCLONIC; DYT11	肌阵挛性肌张力障碍
OMIM:606685	CARDIOMYOPATHY, DILATED, 1L; CMD1L	心肌病，扩张型，1L型；CMD1L
OMIM:601287	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2F; LGMD2F	肢带肌萎缩症，2F型（LGMD2F）
OMIM:604286	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2E; LGMD2E	肢带肌萎缩症，2E型（LGMD2E）
OMIM:608099	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2D; LGMD2D	肢带肌萎缩症，2D型（LGMD2S）
OMIM:615269	HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA; HH19	低促性腺素性功能减退症-19，伴/不伴嗅觉缺失（HH19）
OMIM:613506	AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT; AGM5	常染色体显性丙种球蛋白缺乏症-5（AGM5）
OMIM:261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C	高苯丙氨酸血症，BH4缺乏，C;HPABH4C
OMIM:614962	LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD	瘦蛋白缺乏性功能紊乱（LEPD）
OMIM:612540	MYOPATHY, CONGENITAL, COMPTON-NORTH; MYPCN	Compton-North先天性肌病（MYPCN）
OMIM:614980	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2	多型性先天性心脏病2（CHTD2）
OMIM:137580	GILLES DE LA TOURETTE SYNDROME; GTS	抽动秽语综合征；GTS
OMIM:615834	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26	常染色体显性遗传26型精神发育迟缓；MRD26
OMIM:612376	ACUTE PROMYELOCYTIC LEUKEMIA; APL	急性早幼粒白血病（APL）
OMIM:610551	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 1	易感性单纯疱疹性脑炎1
OMIM:223900	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III; HSAN3	神经病，遗传性感觉和自主神经障碍，III型；HSAN3
OMIM:612572	RETINITIS PIGMENTOSA 46; RP46	视网膜色素变性46
OMIM:300489	SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKED 3; SMAX3	X连锁远端脊髓性肌萎缩3（SMAX）
OMIM:309400	MENKES DISEASE	孟克斯氏症候群
OMIM:304150	OCCIPITAL HORN SYNDROME; OHS	枕角综合征（OHS）
OMIM:615008	NEPHROTIC SYNDROME, TYPE 7; NPHS7	7型肾病综合征；NPHS7
OMIM:612651	ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO	内分泌-脑-骨骼发育不良；ECO
OMIM:211180	BOWEN-CONRADI SYNDROME; BWCNS	Bowen-Conradi综合征，BWCNS
OMIM:614675	BONE MARROW FAILURE SYNDROME 1; BMFS1	1型骨髓衰竭综合症；BMFS1
OMIM:305000	DYSKERATOSIS CONGENITA, X-LINKED; DKCX	X连锁先天性角化不良症（DKCX）
OMIM:616298	SINGLETON-MERTEN SYNDROME 2; SGMRT2	SINGLETON-MERTEN综合征2型；SGMRT2
OMIM:145500	HYPERTENSION, ESSENTIAL	原发性高血压
OMIM:616373	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3; PFBMFT3	肺纤维化 和/或 骨髓功能衰竭，端粒相关，3；PFBMFT3
OMIM:615190	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5; DKCB5	常染色体隐性遗传性先天性角化不良5
OMIM:601626	LEUKEMIA, ACUTE MYELOID; AML	急性髓性白血病；AML
OMIM:176807	PROSTATE CANCER	前列腺癌
OMIM:610283	CONE-ROD DYSTROPHY 10; CORD10	视锥杆细胞营养不良10；CORD10
OMIM:610282	RETINITIS PIGMENTOSA 35; RP35	视网膜色素变性35；RP35
OMIM:614379	COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD	补体4B缺陷性疾病（C4BD）
OMIM:615980	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6; FPLD6	脂肪代谢障碍，家族性局部，6型；FPLD6
OMIM:614188	CRANIOSYNOSTOSIS AND DENTAL ANOMALIES; CRSDA	颅缝早闭和牙齿异常；CRSDA
OMIM:608390	MYOTONIA, POTASSIUM-AGGRAVATED	钾加重肌强直
OMIM:168300	PARAMYOTONIA CONGENITA OF VON EULENBURG; PMC	先天性强直症（PMC）
OMIM:613345	HYPOKALEMIC PERIODIC PARALYSIS, TYPE 2; HOKPP2	2型低钾性周期性麻痹（ HOKPP2）
OMIM:614198	MYASTHENIC SYNDROME, CONGENITAL, 16; CMS16	先天性肌无力综合征-16；CMS16
OMIM:170500	HYPERKALEMIC PERIODIC PARALYSIS; HYPP	高钾血症伴周期性瘫痪；HYPP
OMIM:611819	LONG QT SYNDROME 10; LQT10	QT间期延长综合征-10；LQT10
OMIM:245480	SPECIFIC GRANULE DEFICIENCY; SGD	特异性颗粒缺乏症（SGD）
OMIM:610947	CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2; ADCAD2	常染色体显性遗传型冠状动脉病2（ADCAD2）
OMIM:212780	CENANI-LENZ SYNDACTYLY SYNDROME; CLSS	CENANI-LENZ并指（趾）综合征；CLSS
OMIM:616304	MYASTHENIC SYNDROME, CONGENITAL, 17; CMS17	先天性肌无力综合征－17（CMS17）
OMIM:614305	SCLEROSTEOSIS 2; SOST2	硬化性骨化病2型（SOST2）
OMIM:252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB	钼辅因子缺乏，互补组B；MOCODB
OMIM:265050	3MC SYNDROME 2; 3MC2	3MC 综合征 2；3MC2
OMIM:611788	AORTIC ANEURYSM, FAMILIAL THORACIC 6; AAT6	家族性胸主动脉瘤-6（AAT6）
OMIM:613834	MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME	多系统平滑肌功能障碍综合征
OMIM:614042	MOYAMOYA DISEASE 5; MYMY5	烟雾病-5（ MYMY5）
OMIM:161800	NEMALINE MYOPATHY 3; NEM3	杆状体肌病3（NEM3）
OMIM:255310	MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION; CFTD	先天性纤维型失调肌病；CFTD
OMIM:609460	GOLDBERG-SHPRINTZEN SYNDROME; GOSHS	戈德伯格- Shprintzen综合征； GOSHS
OMIM:614940	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT; ECTD11A	常染色体显性遗传性外胚层发育不良症-11A，少汗/毛发/牙齿型；ECTD11A
OMIM:614941	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD11B	常染色体隐性遗传性外胚胎发育不良症-11B，少汉/毛发/牙齿型；ECTD11B
OMIM:610687	NEMALINE MYOPATHY 7; NEM7	线状体肌病 7； NEM7
OMIM:607131	AL-GAZALI-BAKALINOVA SYNDROME; AGBK	巨头畸形伴有多发性骨骺发育不良和特征性面容
OMIM:200990	ACROCALLOSAL SYNDROME; ACLS	Acrocallosal综合征（ACLS）
OMIM:614120	HYDROLETHALUS SYNDROME 2; HLS2	HYDROLETHALUS综合征2（HLS2）
OMIM:121200	SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1	良性家族性新生儿惊厥-1（BFNS1）
OMIM:613720	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7; EIEE7	早期婴儿型癫痫性脑病7型；EIEE7
OMIM:121201	SEIZURES, BENIGN FAMILIAL NEONATAL, 2; BFNS2	良性家族性新生儿惊厥2（BFNS2）
OMIM:614931	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE; ECTD9	头发/指甲型外胚层发育不良9（ ECTD9）
OMIM:603933	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1; MVCD1	易患型糖尿病微血管并发症1（MVCD1）
OMIM:615907	LYMPHEDEMA, HEREDITARY, ID; LMPH1D	遗传性淋巴水肿ID
OMIM:614077	HERMANSKY-PUDLAK SYNDROME 8; HPS8	8型赫曼斯基-普德拉克综合征；HPS8
OMIM:614833	MICROCEPHALY, SHORT STATURE, AND POLYMICROGYRIA WITH OR WITHOUT SEIZURES; MSSP	多小脑回伴有癫痫发作（PMGSY）
OMIM:274800	THYROID DYSHORMONOGENESIS 4; TDH4	甲状腺内分泌（机能）障碍 4（TDH4）
OMIM:616354	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20; SCAR20	常染色体隐性遗传性脊髓小脑共济失调20
OMIM:208550	ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE	哮喘，鼻息肉和阿司匹林不耐受综合征
OMIM:115080	CARDIAC CONDUCTION DEFECT	心脏传导障碍
OMIM:184250	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, STRUDWICK TYPE; SEMDSTWK	Strudwick型脊椎干骺端发育不良；SEMDSTWK
OMIM:608805	AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY; ANFH	原发性股骨头缺血性坏死
OMIM:215150	OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA; OSMED	大耳脊椎骨骺发育不良; OSMED
OMIM:108300	STICKLER SYNDROME, TYPE I; STL1	斯蒂克勒综合征I型（STL1）
OMIM:183900	SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA; SEDC	先天性脊椎骨骺发育不良（SEDC）
OMIM:156550	KNIEST DYSPLASIA	克尼斯特发育不良
OMIM:609508	STICKLER SYNDROME, TYPE I, NONSYNDROMIC OCULAR	非综合性视觉斯蒂克勒综合征1型
OMIM:132450	EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH MYOPIA AND CONDUCTIVE DEAFNESS; EDMMD	多发性骨骺发育不良伴有近视和传导性耳聋（ EDMMD）
OMIM:609162	CZECH DYSPLASIA	CZECH发育不良
OMIM:151210	PLATYSPONDYLIC LETHAL SKELETAL DYSPLASIA, TORRANCE TYPE; PLSDT	Torrance 型扁平椎体致死塑骨骼发育不良
OMIM:200610	ACHONDROGENESIS, TYPE II; ACG2	软骨成长不全II型（ACG2）
OMIM:271700	SPONDYLOPERIPHERAL DYSPLASIA	脊柱外周发育不良
OMIM:610297	PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK13	易感性常染色体显性遗传性帕金森氏病-13；PARK13
OMIM:228600	HYALINE FIBROMATOSIS SYNDROME; HFS	玻璃样纤维瘤病综合征；HFS
OMIM:609820	ERYTHROCYTOSIS, FAMILIAL, 3; ECYT3	家族性红细胞增多症3
OMIM:609070	HEMOGLOBIN, HIGH ALTITUDE ADAPTATION; HALAH	高海拔适应血红蛋白（HALAH）
OMIM:610069	POLYPOSIS SYNDROME, HEREDITARY MIXED, 2; HMPS2	遗传性混合息肉病综合征2；HMPS2
OMIM:174900	JUVENILE POLYPOSIS SYNDROME; JPS	幼年性息肉病综合征 (JPS)
OMIM:615279	CARDIOFACIOCUTANEOUS SYNDROME 3; CFC3	心面皮肤综合征3（CFC3）
OMIM:615431	MYOPIA 23, AUTOSOMAL RECESSIVE; MYP23	常染色体隐性遗传性近视-23（MYP23）
OMIM:615188	CATARACT 39, MULTIPLE TYPES; CTRCT39	多种类型白内障39
OMIM:118600	CHONDROCALCINOSIS 2; CCAL2	2型-软骨钙质沉着病（CCAL2）
OMIM:123000	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT; CMDD	常染色体显性遗传性颅干骺端发育不良症；CMDD
OMIM:615888	BLEEDING DISORDER, PLATELET-TYPE, 18; BDPLT18	血小板异常出血性疾病-18（BDPLT18）
OMIM:211980	LUNG CANCER	肺癌
OMIM:616069	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2; NISBD2	新生儿皮肤炎症伴肠疾-2（NISBD2）
OMIM:271640	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1, WITH OR WITHOUT FRACTURES; SEMDJL1	1型先天性脊柱骨骺发育不良伴关节松脱，有或无骨折症状；SEMDJL1
OMIM:615349	EHLERS-DANLOS SYNDROME, PROGEROID TYPE, 2; EDSP2	Progeroid2型埃勒斯-当洛综合征（EDSP2）
OMIM:614327	TUMOR PREDISPOSITION SYNDROME; TPDS	肿瘤易感综合征（TPDS）
OMIM:601367	STROKE, ISCHEMIC	缺血性脑卒中
OMIM:610185	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2; CAMRQ2	小脑性共济失调、精神发育迟滞和平衡失调综合征2（CAMRQ2）
OMIM:615889	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP	进行性脑白质病合并卵巢衰竭；LKENP
OMIM:614096	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8	8型氧化磷酸化偶联缺陷；COXPD8
OMIM:601665	OBESITY	肥胖
OMIM:609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	1型易患型人免疫缺陷病毒
OMIM:193670	WHIM SYNDROME; WHIMS	WHIM综合症；WHIMS
OMIM:614180	RETINITIS PIGMENTOSA 61; RP61	视网膜色素变性症61（RP61）
OMIM:276902	USHER SYNDROME, TYPE IIIA; USH3A	IIIA型尤塞氏综合征；USH3A
OMIM:601547	CATARACT 3, MULTIPLE TYPES; CTRCT3	多类型白内障（CTRCT3）
OMIM:609741	CATARACT 22, MULTIPLE TYPES; CTRCT22	多发型白内障22；CTRCT22
OMIM:611544	CATARACT 17, MULTIPLE TYPES; CTRCT17	白内障-17，多种类型（CTRCT17）
OMIM:600919	CARDIAC ARRHYTHMIA, ANKYRIN-B-RELATED	锚蛋白-B-相关性心律失常
OMIM:615493	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37; MRT37	常染色体隐性精神发育迟滞-37（MRT37）
OMIM:253290	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS	致命型多发性翼皮综合征；LMPS
OMIM:253290	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS	致命型多发性翼皮综合征；LMPS
OMIM:616322	MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL; CMS3B	先天性快通道肌无力综合征-3B；CMS3B
OMIM:616323	MYASTHENIC SYNDROME, CONGENITAL, 3C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS3C	乙酰胆碱受体缺乏症相关性先天性肌无力综合征3C（CMS3C）
OMIM:616321	MYASTHENIC SYNDROME, CONGENITAL, 3A, SLOW-CHANNEL; CMS3A	慢通道先天性肌无力综合征3A（CMS3A）
OMIM:608931	MYASTHENIC SYNDROME, CONGENITAL, 4C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS4C	先天性肌无力综合征伴乙酰胆碱受体缺陷，4C；CMS4C
OMIM:616324	MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL; CMS4B	先天性快通道肌无力综合征-4B；CMS4B
OMIM:605809	MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL; CMS4A	先天性慢通道肌无力综合征-4A；CMS4A
OMIM:148050	KBG SYNDROME; KBGS	KBG综合征（KBGS）
OMIM:145500	HYPERTENSION, ESSENTIAL	原发性高血压
OMIM:300607	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 8; EIEE8	早期婴儿型癫痫性脑病8型；EIEE8
OMIM:300436	MENTAL RETARDATION, X-LINKED 46; MRX46	X连锁智力低下46; MRX46
OMIM:244200	HYPOGONADOTROPIC HYPOGONADISM 3 WITH OR WITHOUT ANOSMIA; HH3	促性腺激素分泌不足型性腺功能减退3伴或不伴嗅觉缺失
OMIM:176807	PROSTATE CANCER	前列腺癌
OMIM:114480	BREAST CANCER	乳腺癌
OMIM:608089	ENDOMETRIAL CANCER	子宫内膜癌
OMIM:167000	OVARIAN CANCER	卵巢癌
